City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,kavieng,-2.5744,150.7967,85.64,61,64,4.29,PG,1669342246
315,bukama,-9.2,25.85,67.01,97,99,1.23,CD,1669342030
316,rawson,-43.3002,-65.1023,57.07,57,2,23.51,AR,1669342247
317,fort saint james,54.4333,-124.25,34.25,99,100,3.31,CA,1669342247
318,bratsk,56.1325,101.6142,-3.51,89,100,9.95,RU,1669342248
319,hailar,49.2,119.7,14.45,93,100,10.96,CN,1669342248
320,ulladulla,-35.35,150.4667,66.36,71,51,10.2,AU,1669342249
321,midland,31.9974,-102.0779,43.81,85,100,18.41,US,1669342083
322,batagay-alyta,67.8006,130.4114,-21.24,99,100,1.19,RU,1669342250
323,khon buri,14.5254,102.2459,82.02,89,81,7.81,TH,1669342250
324,gallup,35.5281,-108.7426,35.02,40,0,4.61,US,1669342250
325,salta,-24.7859,-65.4117,71.22,36,100,4.36,AR,1669342251
326,hofn,64.2539,-15.2082,42.6,88,100,17.13,IS,1669342251
327,northam,51.0333,-4.2167,50.25,80,16,20.49,GB,1669342252
328,rincon,32.296,-81.2354,66.16,87,100,5.75,US,1669342252
329,ucluelet,48.9329,-125.5528,49.08,91,100,4.0,CA,1669342253
330,lompoc,34.6391,-120.4579,63.7,36,0,4.61,US,1669342253
331,arlit,18.7369,7.3853,65.5,12,28,5.86,NE,1669342254
332,camacupa,-12.0167,17.4833,60.26,97,100,3.58,AO,1669342254
333,bell ville,-32.6259,-62.6887,79.81,28,39,8.59,AR,1669342255
334,kharan,28.5833,65.4167,57.4,19,68,4.29,PK,1669342255
335,quatre cocos,-20.2078,57.7625,76.08,76,62,14.0,MU,1669342256
336,beringovskiy,63.05,179.3167,14.49,94,100,6.15,RU,1669342256
337,maxixe,-23.8597,35.3472,73.98,88,0,8.99,MZ,1669342257
338,emirdag,39.0197,31.15,45.75,79,94,4.43,TR,1669342257
339,luleburgaz,41.4039,27.3592,49.57,70,100,8.99,TR,1669342112
340,asuncion nochixtlan,17.4667,-97.2333,61.52,74,95,0.98,MX,1669342258
341,naze,28.3667,129.4833,67.55,63,100,11.16,JP,1669342258
342,davidson,36.1501,-86.7833,60.69,73,100,4.61,US,1669342259
343,murray bridge,-35.1167,139.2667,85.12,26,19,8.7,AU,1669342259
344,aripuana,-9.1667,-60.6333,71.76,95,92,0.98,BR,1669342260
345,nador,35.174,-2.9287,64.65,68,0,5.75,MA,1669342260
346,phibun mangsahan,15.2447,105.2291,85.08,75,54,3.38,TH,1669342260
347,kamaishi,39.2667,141.8833,50.77,57,3,0.74,JP,1669342261
348,warmbad,-28.45,18.7333,58.19,59,0,4.74,NA,1669342261
349,deputatskiy,69.3,139.9,-29.97,95,100,4.47,RU,1669342262
350,vao,-22.6667,167.4833,73.45,67,100,15.46,NC,1669342263
